accuracy,accuracy_degradation,actual_evidence_position,answer_bearing_accuracy,answer_bearing_correct_n,answer_bearing_scored_n,artifact_sha256,artifact_size_bytes,artifact_uri,attempted_n,completed_n,condition_id,context_instance_id,context_sha256,correct_n,end_to_end_success,error_n,exact_accuracy,exact_correct_n,exact_scored_n,experiment_id,failure_n,failure_rate,format_scored_n,format_valid_n,format_validity,invalid_output_n,median_decode_tokens_per_second,median_peak_memory_bytes,median_post_first_chunk_output_tok_s,median_prefill_tokens_per_second,median_prompt_throughput_proxy_tok_s,median_stream_ttft_s,median_total_s,median_ttft_s,n,quantization_type,relative_degradation,requested_evidence_position,runtime_error_n,scored_accuracy,scored_n,scorer_error_n,scorer_version,short_context_baseline_accuracy,target_context_tokens,task_catalog,task_catalog_sha256,task_id,task_type,variant_condition_id,variant_label
0.0,0.0,0.499267578125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000001:baseline:ctx008192:p050:seed1044,ce8fe935e6eced6d613062fc72d1613004e117a6c7286d839af96777b6e71d9f,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31152766976.0,8.087912003261641,,112.21646964166712,73.3582158330828,74.10006366693415,73.3582158330828,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000001,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.4990234375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000002:baseline:ctx008192:p050:seed1055,242adbfd4f66cb6c97187c977b7b2acc7036dad2cfdf06ed4d5cfe744a1b14a1,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31155748864.0,8.098453810401232,,112.19832612858636,73.36116575007327,74.1020479160361,73.36116575007327,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000002,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.499267578125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000003:baseline:ctx008192:p050:seed1056,cf2e50c5b26687b0e8349cdffaae7c80cb81fb679e4c703893b5dc93954eb227,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,0,0.0,0,,31158730752.0,8.23579236595544,,112.14271330191201,73.43321520881727,81.2041736249812,73.43321520881727,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000003,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.4993896484375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000004:baseline:ctx008192:p050:seed1057,a1558bfa97785bc75ba9554d601ff2a1f6a986b0e745c95795249b34a5b82ae1,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31161729024.0,8.05263943046628,,112.75713513141946,73.01533504202962,73.51206658384763,73.01533504202962,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000004,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.499267578125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000005:baseline:ctx008192:p050:seed1058,cce2bf1e2d86f62a11e90cdac85a8fc53959319f0c90c243603a83e1fa667b78,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31164710912.0,8.049082630142184,,112.18927158212584,73.38491358305328,73.88186462502927,73.38491358305328,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000005,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.4990234375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000006:baseline:ctx008192:p050:seed1059,04233973a07cfafa5b48be9d6d55ed8ce82d6c67526e4f09cfa39d428b36ee42,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31167692800.0,8.066165673896595,,112.224716780449,73.37064629094675,73.99051949987188,73.37064629094675,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000006,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.499267578125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000007:baseline:ctx008192:p050:seed1060,073ccd724a7db9fb5eb2b07f992af492ab4220f2759a0006994a2728ffbdaa1d,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31170691072.0,8.049059016575498,,112.25242157876701,73.34362933295779,73.71634370787069,73.34362933295779,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000007,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.499267578125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000008:baseline:ctx008192:p050:seed1061,1d526937b3af25c39fd321c2b4f2122093ab3c72468bc43ef680aa540af1c4a1,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31173689344.0,8.082085245907875,,112.06526557712556,73.43934766598977,74.18173033301719,73.43934766598977,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000008,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.4993896484375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000009:baseline:ctx008192:p050:seed1062,ffa5dfdd51684a596111c62e7f334d0266e94d2a47380b9faeb9e033bf75d6aa,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31176704000.0,8.080754357013417,,112.2030194687567,73.36700954195112,73.8620128328912,73.36700954195112,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000009,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.499267578125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx008192:p050,task.semantic.000010:baseline:ctx008192:p050:seed1063,4d5854eae06a13a502f07c8055c070dff354a17a0f311c2d67721c1d07f59059,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31179702272.0,8.076940939777783,,112.24779409033636,73.35556183289737,73.72698958287947,73.35556183289737,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,8192,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000010,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.49981689453125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000001:baseline:ctx032768:p050:seed1044,455fc4e84073472ef3496c4fdfbe9dfe18694d5120e7fe3d9b2b6290011dec07,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31223087104.0,7.177187314049866,,97.8355113886892,335.33836062508635,336.17434270796366,335.33836062508635,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000001,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.499755859375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000002:baseline:ctx032768:p050:seed1055,455c1193040121c1a9ca57f2bb396d6a3392be15becf87a0ca8fb909beaf643e,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31226085376.0,7.1884937331583165,,97.75236988009225,335.61334666609764,336.448013874935,335.61334666609764,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000002,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.49981689453125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000003:baseline:ctx032768:p050:seed1056,27e0f3126fce553c91cf11df5e4d629746c71962ec1f9de1828afec72a5aefb1,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,0,0.0,0,,31229083648.0,7.304239533330557,,97.72409554631619,335.75138062494807,344.5134152909741,335.75138062494807,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000003,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.499847412109375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000004:baseline:ctx032768:p050:seed1057,893eaa9d06fee6e502c862b1a2bca1e618c1e767e61ca0741c132c39a98a9568,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31232081920.0,7.172403282059454,,98.01586682296943,334.7315191249363,335.2892122499179,334.7315191249363,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000004,semantic_retrieval,q8_0,Q8_0
0.0,1.0,0.49981689453125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000005:baseline:ctx032768:p050:seed1058,ab035ea3a5135430e48111eede34f3def137f36502d8a0b62af56c68efd921f3,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,0,0.0,0,,31235080192.0,7.305429029598084,,97.85624536342237,335.2775275420863,344.03813554206863,335.2775275420863,1,Q8_0,1.0,0.5,0,0.0,1,0,calibrated.v1,1.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000005,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.499755859375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000006:baseline:ctx032768:p050:seed1059,5da6fa95823bb267079daa3e3c2aec7177d3abfdc0909382cb1dcab5bb865903,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31238078464.0,7.184927024060988,,98.06680804431038,334.5678385409992,335.2637398331426,334.5678385409992,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000006,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.49981689453125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000007:baseline:ctx032768:p050:seed1060,2eb9009816626081b0e971f649dec2203ebc1ed606279028f10c5b853f949048,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31238094848.0,7.164917704073927,,97.85996719096978,335.2647762079723,335.6834830408916,335.2647762079723,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000007,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.49981689453125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000008:baseline:ctx032768:p050:seed1061,1ea78fcf1a8b29d0b8b58356970df7ae0ccf3aeddc0cc1b583a76833f64fd51b,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31238094848.0,7.200358934339266,,97.7907937952189,335.4712517079897,336.30454350006767,335.4712517079897,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000008,semantic_retrieval,q8_0,Q8_0
0.0,0.0,0.499847412109375,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000009:baseline:ctx032768:p050:seed1062,de42589a4892baa52c35835b449313796599ebb55297d1078b7774d3e90ae54e,0,0.0,0,0.0,0,1,exp_003,0,0.0,1,1,1.0,0,,31238111232.0,7.185754598313672,,97.66593724843109,335.9205975420773,336.47725445893593,335.9205975420773,1,Q8_0,,0.5,0,0.0,1,0,calibrated.v1,0.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000009,semantic_retrieval,q8_0,Q8_0
1.0,0.0,0.49981689453125,1.0,1,1,6cb70620c7811dce01e1a622fe0a4f9ac445e31c569640c36ecfac85c4609b6c,29047084256,artifacts/q8_0.gguf,1,1,q8_0:ctx032768:p050,task.semantic.000010:baseline:ctx032768:p050:seed1063,53bdec0fce2a85821460ca2120b3e304fbdfe68e33649df0344abf16fa41a653,1,1.0,0,1.0,1,1,exp_003,0,0.0,1,1,1.0,0,,31238062080.0,7.18583027401646,,97.61801941555201,336.10597916692495,336.52346745785326,336.10597916692495,1,Q8_0,0.0,0.5,0,1.0,1,0,calibrated.v1,1.0,32768,data/tasks/core.v002.jsonl,7631adc23aab29b0a1b06fae51267a940aa9f86d58dbe830724a3a2bc8703512,task.semantic.000010,semantic_retrieval,q8_0,Q8_0
